method,uid,dataset,modality,dice,iou,hd95,assd,bf1,area_err,match_iou,n_gt,n_pred,n_miss,n_fp,pred_pt_err,rough_pt_err
yolo26n_seg,tg3k_908c13f9b7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_908c13f9b7,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_908c13f9b7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_908c13f9b7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_908c13f9b7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_908c13f9b7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_78d0ed07ec,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,2,,,,
yolo26n_seg__detstats,tg3k_78d0ed07ec,tg3k,thyroid,,,,,,,,1,2,1.0,2.0,,
rough_otsu,tg3k_78d0ed07ec,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,2,,,,
rough_otsu__detstats,tg3k_78d0ed07ec,tg3k,thyroid,,,,,,,,1,2,1.0,2.0,,
refiner_gtbox,tg3k_78d0ed07ec,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_78d0ed07ec,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_78d0ed07ec,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_78d0ed07ec,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_6bf08f39fd,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_6bf08f39fd,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_6bf08f39fd,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_6bf08f39fd,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_6bf08f39fd,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_6bf08f39fd,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_ae85370c51,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_ae85370c51,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_ae85370c51,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_ae85370c51,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_ae85370c51,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_ae85370c51,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_6f5aa5d672,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_6f5aa5d672,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_6f5aa5d672,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_6f5aa5d672,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_6f5aa5d672,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_6f5aa5d672,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_6f5aa5d672,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_6f5aa5d672,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_f9fda28d02,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_f9fda28d02,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_f9fda28d02,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_f9fda28d02,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_f9fda28d02,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_f9fda28d02,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_76c4b34d96,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_76c4b34d96,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_76c4b34d96,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_76c4b34d96,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_76c4b34d96,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_76c4b34d96,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_45b6b8c3ab,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_45b6b8c3ab,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_45b6b8c3ab,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_45b6b8c3ab,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_45b6b8c3ab,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_45b6b8c3ab,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_30d041dc41,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_30d041dc41,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_30d041dc41,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_30d041dc41,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_30d041dc41,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_30d041dc41,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_3db1e8ca26,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_3db1e8ca26,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_3db1e8ca26,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_3db1e8ca26,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_3db1e8ca26,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_3db1e8ca26,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_24f43b0197,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_24f43b0197,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_24f43b0197,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_24f43b0197,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_24f43b0197,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_24f43b0197,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_24f43b0197,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_24f43b0197,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_6b2445babe,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_6b2445babe,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_6b2445babe,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_6b2445babe,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_6b2445babe,tg3k,thyroid,0.6779967456156211,0.512855579868709,19.6468827043885,7.652389554904039,0.15917914586799778,0.09984813971146546,0.512855589389801,1,1,,,7.449464797973633,10.407526016235352
refiner_gtbox__detstats,tg3k_6b2445babe,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_6b2445babe,tg3k,thyroid,0.6911571765940698,0.5280673616680032,25.14911064067352,9.43410149673912,0.2928294331122513,0.8936977980258163,0.5280673503875732,1,1,,,10.416576385498047,10.416576385498047
rough_otsu_gtbox__detstats,tg3k_6b2445babe,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
yolo26n_seg,tg3k_554f5ec140,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,2,,,,
yolo26n_seg__detstats,tg3k_554f5ec140,tg3k,thyroid,,,,,,,,1,2,1.0,2.0,,
rough_otsu,tg3k_554f5ec140,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,2,,,,
rough_otsu__detstats,tg3k_554f5ec140,tg3k,thyroid,,,,,,,,1,2,1.0,2.0,,
refiner_gtbox,tg3k_554f5ec140,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_554f5ec140,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_554f5ec140,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_554f5ec140,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_9f655184cf,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_9f655184cf,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_9f655184cf,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_9f655184cf,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_9f655184cf,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_9f655184cf,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_9f655184cf,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_9f655184cf,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_f00a16a5df,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_f00a16a5df,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_f00a16a5df,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_f00a16a5df,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_f00a16a5df,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_f00a16a5df,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_3000b2a470,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_3000b2a470,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_3000b2a470,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_3000b2a470,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_3000b2a470,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_3000b2a470,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_b77b0baeb7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_b77b0baeb7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_b77b0baeb7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_b77b0baeb7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_b77b0baeb7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_b77b0baeb7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_b77b0baeb7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_b77b0baeb7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_dd89206235,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_dd89206235,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_dd89206235,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_dd89206235,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_dd89206235,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_dd89206235,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_dd89206235,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_dd89206235,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_9716f79c46,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_9716f79c46,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_9716f79c46,tg3k,thyroid,0.6809899374490074,0.5162886597938144,14.369821427279941,4.753303107329813,0.33840304182509506,0.2909657320872274,0.5162886381149292,1,1,,,5.252259731292725,12.667344093322754
refiner_gtbox__detstats,tg3k_9716f79c46,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_9716f79c46,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_9716f79c46,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_e52b2618d3,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_e52b2618d3,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_e52b2618d3,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_e52b2618d3,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_e52b2618d3,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_e52b2618d3,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_e52b2618d3,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_e52b2618d3,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_0eb0c04989,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_0eb0c04989,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_0eb0c04989,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_0eb0c04989,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_0eb0c04989,tg3k,thyroid,0.676235294117647,0.510842516885887,15.85835738020517,6.7044255274443225,0.222318651912924,0.12940140845070422,0.510842502117157,1,1,,,6.776520252227783,9.044694900512695
refiner_gtbox__detstats,tg3k_0eb0c04989,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_0eb0c04989,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_0eb0c04989,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_af83a782ce,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_af83a782ce,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_af83a782ce,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_af83a782ce,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_af83a782ce,tg3k,thyroid,0.6789473684210526,0.5139442231075697,16.34613997501606,6.830802959839069,0.20584061543057736,0.13038130381303814,0.5139442086219788,1,1,,,7.2290568351745605,9.06070327758789
refiner_gtbox__detstats,tg3k_af83a782ce,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_af83a782ce,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_af83a782ce,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_6cbfb5985b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_6cbfb5985b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_6cbfb5985b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_6cbfb5985b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_6cbfb5985b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_6cbfb5985b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_6cbfb5985b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_6cbfb5985b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_98a8f9221f,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_98a8f9221f,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_98a8f9221f,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_98a8f9221f,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_98a8f9221f,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_98a8f9221f,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_98a8f9221f,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_98a8f9221f,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_55e513ccb1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_55e513ccb1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_55e513ccb1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_55e513ccb1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_55e513ccb1,tg3k,thyroid,0.746001279590531,0.5948979591836735,35.510561809129406,10.811595469294591,0.16806111313204802,0.2770818719310552,0.594897985458374,1,1,,,13.060159683227539,16.703039169311523
refiner_gtbox__detstats,tg3k_55e513ccb1,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_55e513ccb1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_55e513ccb1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_8c0d5f243d,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_8c0d5f243d,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_8c0d5f243d,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_8c0d5f243d,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_8c0d5f243d,tg3k,thyroid,0.7159925463115203,0.5576233566672358,38.00592002787339,11.224166101356175,0.16929386985921738,0.2642694063926941,0.5576233863830566,1,1,,,12.488862037658691,17.466995239257812
refiner_gtbox__detstats,tg3k_8c0d5f243d,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_8c0d5f243d,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_8c0d5f243d,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_19fa8b5e46,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_19fa8b5e46,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_19fa8b5e46,tg3k,thyroid,0.6968670618120237,0.5347628330084471,36.61205838078618,12.555684584292221,0.10809816771432394,0.26099760721516657,0.5347628593444824,1,1,,,13.344842910766602,17.769756317138672
refiner_gtbox__detstats,tg3k_19fa8b5e46,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_19fa8b5e46,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_19fa8b5e46,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_97ce6712cb,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_97ce6712cb,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_97ce6712cb,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_97ce6712cb,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_97ce6712cb,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_97ce6712cb,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_97ce6712cb,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_97ce6712cb,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_8443da36d1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_8443da36d1,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_8443da36d1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_8443da36d1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_8443da36d1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_8443da36d1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_ab7139314b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_ab7139314b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_ab7139314b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_ab7139314b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_ab7139314b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_ab7139314b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_ab7139314b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_ab7139314b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_a7c796205b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_a7c796205b,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_a7c796205b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_a7c796205b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_a7c796205b,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_a7c796205b,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_95615b2f06,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,2,,,,
yolo26n_seg__detstats,tg3k_95615b2f06,tg3k,thyroid,,,,,,,,1,2,1.0,2.0,,
rough_otsu,tg3k_95615b2f06,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,2,,,,
rough_otsu__detstats,tg3k_95615b2f06,tg3k,thyroid,,,,,,,,1,2,1.0,2.0,,
refiner_gtbox,tg3k_95615b2f06,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_95615b2f06,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_95615b2f06,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_95615b2f06,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_bb5a47ba96,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_bb5a47ba96,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_bb5a47ba96,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
