method,uid,dataset,modality,match_iou,n_gt,n_pred,dice,iou,hd95,assd,bf1,area_err,pred_pt_err,n_miss,n_fp,rough_pt_err
yolo26n_seg,busi_25d8683937,busi,breast,0.8575757741928101,1,1,0.9233278955954323,0.8575757575757575,4.242640687119285,2.1455438115171037,0.517385257301808,0.16607773851590105,2.536109685897827,,,
yolo26n_seg__detstats,busi_25d8683937,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_25d8683937,busi,breast,0.8913869261741638,1,1,0.942574920475473,0.8913869537682078,3.1622776601683795,1.503409756031815,0.7329826800765863,0.11060070671378092,1.6929703950881958,,,2.2770633697509766
seg_refiner__detstats,busi_25d8683937,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_25d8683937,busi,breast,0.8805876970291138,1,1,0.9365026595744681,0.8805876836511409,3.605551275463989,1.6835254933298884,0.649402390438247,0.12579505300353358,1.8625874519348145,,,2.4736719131469727
refiner__detstats,busi_25d8683937,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_25d8683937,busi,breast,0.8416098952293396,1,1,0.913993655269651,0.8416098669263227,6.0,2.0588733183130223,0.6762988297154557,0.0049469964664310955,2.487927198410034,,,2.487927198410034
rough_otsu__detstats,busi_25d8683937,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_25d8683937,busi,breast,0.9008662104606628,1,1,0.9478481012658228,0.9008662175168431,3.1622776601683795,1.3717448569424742,0.7921462423832092,0.09363957597173145,1.6082316637039185,,,6.030826568603516
refiner_box__detstats,busi_25d8683937,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_25d8683937,busi,breast,0.8940988779067993,1,1,0.9440889188278881,0.8940988835725678,3.1622776601683795,1.4400882269711652,0.7430630943592861,0.09823321554770319,1.6107299327850342,,,1.8939310312271118
refiner_gtbox__detstats,busi_25d8683937,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_25d8683937,busi,breast,0.8764845728874207,1,1,0.9341772151898734,0.8764845605700713,5.656854249492381,1.6128921923655084,0.7355503660124849,0.045936395759717315,1.9031338691711426,,,1.9031338691711426
rough_otsu_gtbox__detstats,busi_25d8683937,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_a2e0eb1c41,busi,breast,0.6872727274894714,1,1,0.8146551724137931,0.6872727272727273,9.0,4.584911547638304,0.270661332879394,0.455026455026455,5.8878960609436035,,,
yolo26n_seg__detstats,busi_a2e0eb1c41,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_a2e0eb1c41,busi,breast,0.7007786631584167,1,1,0.8240680183126227,0.7007786429365962,8.246211251235321,4.315489371493041,0.20942075111394018,0.42698412698412697,4.725332736968994,,,4.885839462280273
seg_refiner__detstats,busi_a2e0eb1c41,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_a2e0eb1c41,busi,breast,0.7514910697937012,1,1,0.8581157775255391,0.7514910536779325,7.221453651680858,3.30346666402782,0.38098111385989264,0.3306878306878307,3.576979637145996,,,2.512674331665039
refiner__detstats,busi_a2e0eb1c41,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_a2e0eb1c41,busi,breast,0.8054298758506775,1,1,0.8922305764411027,0.8054298642533937,5.656854249492381,2.37825846716317,0.5020755393840004,0.1111111111111111,2.545912742614746,,,2.545912742614746
rough_otsu__detstats,busi_a2e0eb1c41,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_a2e0eb1c41,busi,breast,0.7512995004653931,1,1,0.8579908675799087,0.7512994802079168,6.4031242374328485,3.3944637917580938,0.32221480987324885,0.31746031746031744,3.7084503173828125,,,5.918811798095703
refiner_box__detstats,busi_a2e0eb1c41,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_a2e0eb1c41,busi,breast,0.8058169484138489,1,1,0.8924680246328754,0.8058169375534645,5.761312836704127,2.443339360244032,0.4845138768537545,0.23386243386243386,2.652371883392334,,,2.0977349281311035
refiner_gtbox__detstats,busi_a2e0eb1c41,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_a2e0eb1c41,busi,breast,0.835418701171875,1,1,0.9103303618248558,0.8354186717998076,4.47213595499958,2.0045904676732174,0.5783645243967309,0.01798941798941799,2.0840535163879395,,,2.0840535163879395
rough_otsu_gtbox__detstats,busi_a2e0eb1c41,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_0d51c07bd5,busi,breast,0.7460142374038696,1,2,0.8545339608063497,0.7460142261466765,60.09999999999991,8.605520487812289,0.4006522847589531,0.13468719292499182,3.4394140243530273,,,
yolo26n_seg__detstats,busi_0d51c07bd5,busi,breast,,1,2,,,,,,,,0.0,1.0,
seg_refiner,busi_0d51c07bd5,busi,breast,0.7146562337875366,1,2,0.8335854256999765,0.7146562157800703,47.961815832351775,9.058452645774368,0.3429342934293429,0.05103177202751392,5.341780662536621,,,3.574603796005249
seg_refiner__detstats,busi_0d51c07bd5,busi,breast,,1,2,,,,,,,,0.0,1.0,
refiner,busi_0d51c07bd5,busi,breast,0.7069824934005737,1,1,0.828341805193021,0.7069824705399542,60.88274595042156,10.10430515372764,0.2423729980793805,0.092630199803472,4.5419816970825195,,,3.8505215644836426
refiner__detstats,busi_0d51c07bd5,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_0d51c07bd5,busi,breast,0.7111772894859314,1,1,0.8312140478353013,0.7111773086387774,63.00634760745554,9.265760038168958,0.3838910056575453,0.2689813298395021,3.859712600708008,,,3.859712600708008
rough_otsu__detstats,busi_0d51c07bd5,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_0d51c07bd5,busi,breast,0.6917049288749695,1,1,0.8177607199576495,0.6917049143624762,59.093091734040094,10.988957532735837,0.3006309417751797,0.020045856534556174,5.822444438934326,,,13.516145706176758
refiner_box__detstats,busi_0d51c07bd5,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_0d51c07bd5,busi,breast,0.7176464796066284,1,1,0.8356160562358783,0.7176464951367927,18.973665961010276,7.985930151149902,0.14481094127111827,0.3484441532918441,8.910395622253418,,,5.057635307312012
refiner_gtbox__detstats,busi_0d51c07bd5,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_0d51c07bd5,busi,breast,0.8436062932014465,1,1,0.9151696943143136,0.8436063129116441,9.219544457292887,3.6740109141081696,0.45255901964317896,0.05627251883393383,4.952139854431152,,,4.952139854431152
rough_otsu_gtbox__detstats,busi_0d51c07bd5,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_3aa2ecd082,busi,breast,0.9122441411018372,1,1,0.9541084384717109,0.9122441308136555,8.0,3.4811600532416813,0.337490551776266,0.04144321622706213,3.733258008956909,,,
yolo26n_seg__detstats,busi_3aa2ecd082,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_3aa2ecd082,busi,breast,0.8727719783782959,1,1,0.9320643140822646,0.8727719528178244,9.899494936611665,5.141070026301741,0.19757119428453807,0.0851847798329138,5.722373962402344,,,3.703385353088379
seg_refiner__detstats,busi_3aa2ecd082,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_3aa2ecd082,busi,breast,0.8340991139411926,1,1,0.9095464047516342,0.8340991388491616,13.416407864998739,7.200784976089569,0.06172338854748313,0.19889825252635804,7.791505813598633,,,17.751848220825195
refiner__detstats,busi_3aa2ecd082,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_3aa2ecd082,busi,breast,0.6944591999053955,1,1,0.8196824257647798,0.6944592232271795,36.6742416417845,15.915954560876557,0.010403120936280883,0.4399693553682828,17.72572898864746,,,17.72572898864746
rough_otsu__detstats,busi_3aa2ecd082,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_3aa2ecd082,busi,breast,0.8283270597457886,1,1,0.9061038295621705,0.8283270881179742,13.0,7.517728617816434,0.04289472510812859,0.20725256283973587,7.998816967010498,,,17.801734924316406
refiner_box__detstats,busi_3aa2ecd082,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_3aa2ecd082,busi,breast,0.8668501377105713,1,1,0.9286767128513708,0.8668501133052768,14.7648230602334,5.447211187539372,0.26462085835001115,0.10379044908978148,6.954083442687988,,,9.418567657470703
refiner_gtbox__detstats,busi_3aa2ecd082,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_3aa2ecd082,busi,breast,0.8303191661834717,1,1,0.9072943911653589,0.8303191489361702,25.32186470755235,6.062442879238957,0.3924457818823285,0.134070263762723,9.261758804321289,,,9.261758804321289
rough_otsu_gtbox__detstats,busi_3aa2ecd082,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_f89428ed30,busi,breast,0.9325850605964661,1,1,0.9651167175774031,0.9325850885503972,5.385164807134504,1.8443676576552983,0.662204243182678,0.012814748201438849,2.220416784286499,,,
yolo26n_seg__detstats,busi_f89428ed30,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_f89428ed30,busi,breast,0.9100191593170166,1,1,0.9528900768459739,0.9100191448627951,5.385164807134504,2.493091327931124,0.4956522789304606,0.01866007194244604,2.834249258041382,,,2.075829267501831
seg_refiner__detstats,busi_f89428ed30,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_f89428ed30,busi,breast,0.8450825214385986,1,1,0.9160376346009372,0.8450825082508251,12.0,4.581986081677368,0.3319852383600425,0.09479916067146282,5.018474578857422,,,8.109928131103516
refiner__detstats,busi_f89428ed30,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_f89428ed30,busi,breast,0.7488833665847778,1,1,0.8564131455399061,0.7488833420914346,17.0,7.174551553123574,0.15591502631066068,0.004721223021582734,8.116125106811523,,,8.116125106811523
rough_otsu__detstats,busi_f89428ed30,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_f89428ed30,busi,breast,0.8572213649749756,1,1,0.9231224565297818,0.8572213824378178,10.295630140987,4.118334100564924,0.29219443864930117,0.025629496402877698,4.371967315673828,,,9.678730010986328
refiner_box__detstats,busi_f89428ed30,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_f89428ed30,busi,breast,0.8798208236694336,1,1,0.936068808876643,0.8798208161265486,9.486832980505138,3.348328913927416,0.33846113181613935,0.012664868105515587,3.842942714691162,,,7.67016077041626
refiner_gtbox__detstats,busi_f89428ed30,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_f89428ed30,busi,breast,0.7657116055488586,1,1,0.867312202133293,0.7657116142389635,16.55294535724685,6.675932271757574,0.23792894724589095,0.018735011990407675,7.647146224975586,,,7.647146224975586
rough_otsu_gtbox__detstats,busi_f89428ed30,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_42f20b000b,busi,breast,0.9100979566574097,1,1,0.9529332932831165,0.9100979786388913,5.0,2.7599239605145938,0.4005603075730933,0.08292424679949947,2.763535499572754,,,
yolo26n_seg__detstats,busi_42f20b000b,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_42f20b000b,busi,breast,0.8584930300712585,1,1,0.9238593021613222,0.8584930427933841,11.0,4.56427377897122,0.3489527350899108,0.04418134565405717,5.04981803894043,,,3.0696492195129395
seg_refiner__detstats,busi_42f20b000b,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_42f20b000b,busi,breast,0.8488346934318542,1,1,0.9182375228027504,0.8488346953776971,14.291533398345239,4.954815131704329,0.298489152892562,0.057849648666859176,5.831409931182861,,,7.260981559753418
refiner__detstats,busi_42f20b000b,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_42f20b000b,busi,breast,0.8062175512313843,1,1,0.8927136851938346,0.8062175728687729,15.598046793815056,5.78353247495394,0.23191694099772092,0.060833573972470883,7.297910690307617,,,7.297910690307617
rough_otsu__detstats,busi_42f20b000b,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_42f20b000b,busi,breast,0.834325909614563,1,1,0.9096812278630461,0.834325933946941,20.09975124224178,5.429163221456127,0.36249677493972465,0.04331504475887958,5.1504058837890625,,,14.80854320526123
refiner_box__detstats,busi_42f20b000b,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_42f20b000b,busi,breast,0.8663961887359619,1,1,0.9284161715693378,0.8663962136578769,11.180339887498949,3.936599130192529,0.3853827553359643,0.007219174126479931,4.76414680480957,,,6.797822952270508
refiner_gtbox__detstats,busi_42f20b000b,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_42f20b000b,busi,breast,0.8234186768531799,1,1,0.9031592087574419,0.8234186911796892,15.652475842498529,5.408103555082961,0.27812711618457964,0.004812782750986621,6.833072662353516,,,6.833072662353516
rough_otsu_gtbox__detstats,busi_42f20b000b,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_e236c55059,busi,breast,0.8332374095916748,1,1,0.9090338376545922,0.833237426631373,7.810249675906654,3.692365186960873,0.2890769020229748,0.07787633707278893,4.506886959075928,,,
yolo26n_seg__detstats,busi_e236c55059,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_e236c55059,busi,breast,0.7964489459991455,1,1,0.8866925520649488,0.7964489537095751,10.74229285396213,4.83732393038287,0.21122112211221122,0.21732324549960866,5.409547805786133,,,3.9380440711975098
seg_refiner__detstats,busi_e236c55059,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_e236c55059,busi,breast,0.7489181756973267,1,1,0.8564359351988218,0.7489181949309706,21.213203435596427,5.700732568007634,0.29740853842532794,0.21432298460735716,6.3080949783325195,,,6.317228317260742
refiner__detstats,busi_e236c55059,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_e236c55059,busi,breast,0.7619863152503967,1,1,0.8649173955296404,0.761986301369863,15.756733089748954,4.677454484343544,0.4244405512308776,0.14766501434907384,6.312598705291748,,,6.312598705291748
rough_otsu__detstats,busi_e236c55059,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_e236c55059,busi,breast,0.7545768618583679,1,1,0.8601240162175053,0.7545768385814415,17.69180601295413,6.1835520612138435,0.29882604055496265,0.1878424210800939,6.538938522338867,,,15.300893783569336
refiner_box__detstats,busi_e236c55059,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_e236c55059,busi,breast,0.7308826446533203,1,1,0.8445201590005679,0.7308826420287006,23.021728866442675,6.584060730060578,0.21110092293453764,0.29715627445864856,7.52126407623291,,,6.525290489196777
refiner_gtbox__detstats,busi_e236c55059,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_e236c55059,busi,breast,0.7625502943992615,1,1,0.8652806153106598,0.7625503071383182,17.634916808858843,4.8453649957712415,0.42266253517923646,0.17088442473258544,6.484711647033691,,,6.484711647033691
rough_otsu_gtbox__detstats,busi_e236c55059,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_d07111ff97,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
yolo26n_seg__detstats,busi_d07111ff97,busi,breast,,1,1,,,,,,,,1.0,1.0,
seg_refiner,busi_d07111ff97,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
seg_refiner__detstats,busi_d07111ff97,busi,breast,,1,1,,,,,,,,1.0,1.0,
refiner,busi_d07111ff97,busi,breast,0.0,1,0,0.0,0.0,,,0.0,,,,,
refiner__detstats,busi_d07111ff97,busi,breast,,1,0,,,,,,,,1.0,0.0,
rough_otsu,busi_d07111ff97,busi,breast,0.0,1,0,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,busi_d07111ff97,busi,breast,,1,0,,,,,,,,1.0,0.0,
refiner_gtbox,busi_d07111ff97,busi,breast,0.6312196254730225,1,1,0.7739235412474849,0.6312196402783248,15.620499351813308,7.7482272901465095,0.14747761736430012,0.28407678497445105,7.744533538818359,,,9.95139217376709
refiner_gtbox__detstats,busi_d07111ff97,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_d07111ff97,busi,breast,0.6048786640167236,1,1,0.7537998862066163,0.6048786851030524,22.235018603939185,8.655614091249237,0.23773974962673713,0.30092528656262946,9.926370620727539,,,9.926370620727539
rough_otsu_gtbox__detstats,busi_d07111ff97,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_5297c4215c,busi,breast,0.8573172688484192,1,1,0.9231780533765721,0.857317271691356,9.486832980505138,3.5681249609004517,0.4347121587330704,0.08146964856230032,4.4337005615234375,,,
yolo26n_seg__detstats,busi_5297c4215c,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_5297c4215c,busi,breast,0.8123326897621155,1,1,0.8964498407275749,0.8123326639892905,9.848857801796104,4.6829563410440285,0.2784207905881774,0.17882966201446107,4.930032730102539,,,4.010641098022461
seg_refiner__detstats,busi_5297c4215c,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_5297c4215c,busi,breast,0.7315926551818848,1,1,0.8449939393939394,0.7315926454537822,13.0,6.848638314920732,0.09475150952159778,0.26593240289221454,7.212955951690674,,,6.583069801330566
refiner__detstats,busi_5297c4215c,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_5297c4215c,busi,breast,0.8091477155685425,1,1,0.8945070796796113,0.8091477233706477,16.139946006547344,5.77635929910377,0.342144818325751,0.21481419202959476,6.586071968078613,,,6.586071968078613
rough_otsu__detstats,busi_5297c4215c,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_5297c4215c,busi,breast,0.725955069065094,1,1,0.8412212999368963,0.7259550938337802,12.041594578792296,6.952745198356416,0.06852677453288583,0.2679502270052127,7.332961082458496,,,6.897751808166504
refiner_box__detstats,busi_5297c4215c,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_5297c4215c,busi,breast,0.7515110969543457,1,1,0.8581288343558282,0.7515110812625924,12.041594578792296,6.316715211474118,0.14358519831597608,0.2458382377669413,6.470670700073242,,,6.643379211425781
refiner_gtbox__detstats,busi_5297c4215c,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_5297c4215c,busi,breast,0.752159595489502,1,1,0.8585514521333811,0.7521595727972358,19.1049731745428,5.482987042780002,0.4087463130439022,0.12409618294938625,6.667491912841797,,,6.667491912841797
rough_otsu_gtbox__detstats,busi_5297c4215c,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_b5c3b1d7df,busi,breast,0.9179745316505432,1,1,0.9572332762177851,0.9179745137491616,7.582206784205524,2.271597986896306,0.6076435322907854,0.009812791425986499,2.9206764698028564,,,
yolo26n_seg__detstats,busi_b5c3b1d7df,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_b5c3b1d7df,busi,breast,0.9219045042991638,1,1,0.9593655742705121,0.9219045137758093,5.0,2.131805443591576,0.5808850603450236,0.05351799011761431,2.5196194648742676,,,2.567767858505249
seg_refiner__detstats,busi_b5c3b1d7df,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_b5c3b1d7df,busi,breast,0.8683577179908752,1,1,0.929541175304727,0.8683577115349009,9.096424967926286,3.854691740953734,0.4046670599468464,0.10682719743893103,4.460262298583984,,,6.918738842010498
refiner__detstats,busi_b5c3b1d7df,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_b5c3b1d7df,busi,breast,0.7872449159622192,1,1,0.880959198282033,0.7872449305955351,17.5028032009568,5.742997900443199,0.27528054411256686,0.05553622381515763,6.987974643707275,,,6.987974643707275
rough_otsu__detstats,busi_b5c3b1d7df,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_b5c3b1d7df,busi,breast,0.8800049424171448,1,1,0.936173014253267,0.880004950801411,8.0,3.468562896201213,0.40282451068669733,0.11420418957477904,4.001107215881348,,,11.749086380004883
refiner_box__detstats,busi_b5c3b1d7df,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_b5c3b1d7df,busi,breast,0.8897272348403931,1,1,0.9416461916461917,0.889727219965177,9.0,3.1186709974768405,0.5121493550033526,0.039390354234811055,3.317277431488037,,,5.945369243621826
refiner_gtbox__detstats,busi_b5c3b1d7df,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_b5c3b1d7df,busi,breast,0.8139366507530212,1,1,0.8974256562942522,0.8139366396627807,16.34613997501606,5.049631679210018,0.3637634168157424,0.08330433572273645,5.89143180847168,,,5.89143180847168
rough_otsu_gtbox__detstats,busi_b5c3b1d7df,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_16e7d3f1d9,busi,breast,0.0,1,2,0.0,0.0,,,0.0,,,,,
yolo26n_seg__detstats,busi_16e7d3f1d9,busi,breast,,1,2,,,,,,,,1.0,2.0,
seg_refiner,busi_16e7d3f1d9,busi,breast,0.0,1,2,0.0,0.0,,,0.0,,,,,
seg_refiner__detstats,busi_16e7d3f1d9,busi,breast,,1,2,,,,,,,,1.0,2.0,
refiner,busi_16e7d3f1d9,busi,breast,0.8478034138679504,1,1,0.917633765683482,0.8478033927794694,14.343917072921254,5.395925541720107,0.2758060655793757,0.0479275801856447,7.532690048217773,,,7.738509178161621
refiner__detstats,busi_16e7d3f1d9,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_16e7d3f1d9,busi,breast,0.7884786128997803,1,1,0.8817311103228095,0.7884786194645349,19.6468827043885,6.564113417340115,0.28774268720616725,0.0569341053212021,7.74066686630249,,,7.74066686630249
rough_otsu__detstats,busi_16e7d3f1d9,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_16e7d3f1d9,busi,breast,0.7743151187896729,1,1,0.8728045266191288,0.7743151451817571,26.0,9.48044597527577,0.15522771007055805,0.18458781362007168,10.841914176940918,,,13.196733474731445
refiner_box__detstats,busi_16e7d3f1d9,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_16e7d3f1d9,busi,breast,0.81324702501297,1,1,0.897006316945894,0.8132470119521913,20.0,7.448446443741604,0.17418217027456945,0.007719878687620623,9.712396621704102,,,10.161674499511719
refiner_gtbox__detstats,busi_16e7d3f1d9,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_16e7d3f1d9,busi,breast,0.7919747233390808,1,1,0.8839128153765441,0.7919747019358148,24.041594578792296,7.447805061533947,0.31611222911035064,0.07306313757926661,10.056703567504883,,,10.056703567504883
rough_otsu_gtbox__detstats,busi_16e7d3f1d9,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_f0ca639c01,busi,breast,0.0,1,2,0.0,0.0,,,0.0,,,,,
yolo26n_seg__detstats,busi_f0ca639c01,busi,breast,,1,2,,,,,,,,1.0,2.0,
seg_refiner,busi_f0ca639c01,busi,breast,0.0,1,2,0.0,0.0,,,0.0,,,,,
seg_refiner__detstats,busi_f0ca639c01,busi,breast,,1,2,,,,,,,,1.0,2.0,
refiner,busi_f0ca639c01,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
